+0.71045,  -0.1628, +0.68526
+0.71565,  -0.15341,  +0.68293
+0.72064,  -0.14433,  +0.68059
+0.72536,  -0.13641,  +0.67819
+0.72955,  -0.12969,  +0.67594
+0.73276,  -0.12514,  +0.67411
+0.73415,  -0.12248,  +0.67339
+0.73422,  -0.12132,  +0.67349
+0.73302,  -0.12305,  +0.67418
+0.73098,  -0.12586,  +0.67537
+0.72331,  -0.10861,   +0.6833
+0.71337,  -0.090026,  +0.69275
+0.70023,  -0.074436,  +0.70397
+0.68393,  -0.068068,  +0.71654
+0.65977,  -0.067624,  +0.73418
+0.62789,  -0.072866,  +0.75641
+0.58871,  -0.083361,  +0.78229
+0.54319,  -0.094304,  +0.81077
+0.49498,  -0.11001,  +0.83826
+0.44585,  -0.13203,  +0.86274
+0.39539,  -0.15828,  +0.88395
+0.34615,  -0.18211,   +0.9015
+0.29433,  -0.19594,  +0.91899
+0.24433,  -0.20356,  +0.93411
+0.19624,  -0.20064,  +0.94842
+0.14994,  -0.18893,  +0.96173
+0.10402,  -0.17737,  +0.97209
+0.06012,   -0.1649,  +0.97961
+0.019063,  -0.15074,  +0.98469
-0.019665,  -0.13766,  +0.98717
-0.056432,  -0.12488,  +0.98753
-0.090809,  -0.11274,   +0.9861
-0.12437,  -0.10109,  +0.98298
-0.15478,  -0.091124,  +0.97865
-0.17909,  -0.083167,  +0.97424
-0.19775,  -0.078839,   +0.9701
-0.21352,    -0.077,  +0.96606
-0.21442,  -0.077206,  +0.96578
-0.20926,  -0.079004,  +0.96703
 -0.1941,  -0.082684,  +0.97063
-0.17158,  -0.085218,  +0.97574
-0.14249,  -0.085586,   +0.9817
-0.10848,  -0.085564,  +0.98733
-0.07251,  -0.08533,  +0.99166
-0.036554,  -0.08348,  +0.99447
-0.0026128,  -0.080992,  +0.99563
+0.02924,  -0.078606,  +0.99532
+0.059443,  -0.076405,  +0.99377
+0.086346,  -0.074378,  +0.99137
 +0.1064,  -0.072677,  +0.98897
+0.12062,  -0.071556,  +0.98695
+0.12814,  -0.070583,   +0.9858
+0.12579,  -0.069969,  +0.98625
+0.12157,  -0.070147,  +0.98693
+0.10791,  -0.070855,  +0.98893
+0.084218,  -0.072153,  +0.99182
+0.057764,  -0.073754,  +0.99416
+0.027504,  -0.075818,  +0.99567
-0.0043594,  -0.078085,  +0.99593
-0.034912,  -0.08031,   +0.9949
-0.06438,  -0.082419,  +0.99273
-0.091799,  -0.084423,  +0.98967
-0.11509,  -0.086145,  +0.98629
-0.13748,  -0.08774,  +0.98237
-0.15232,  -0.089209,  +0.97937
-0.16261,  -0.089877,  +0.97717
-0.16565,  -0.089984,   +0.9765
-0.15998,  -0.089448,  +0.97777
-0.14492,  -0.088418,  +0.98091
-0.11801,  -0.087026,  +0.98574
-0.085445,  -0.085187,  +0.99033
-0.049718,  -0.082869,  +0.99379
-0.012056,  -0.080288,  +0.99561
+0.025933,  -0.077627,  +0.99554
+0.062087,  -0.074992,  +0.99369
+0.094391,  -0.072525,  +0.99058
+0.11984,  -0.070518,  +0.98717
 +0.1382,  -0.069152,  +0.98417
+0.14691,  -0.067981,  +0.98264
+0.14379,  -0.067463,  +0.98328
 +0.1313,  -0.067739,  +0.98552
+0.10924,  -0.068595,  +0.98895
+0.083053,  -0.070119,  +0.99214
+0.050127,  -0.071949,  +0.99488
+0.012233,  -0.074252,  +0.99623
-0.026561,  -0.076891,  +0.99559
-0.063628,  -0.079395,  +0.99311
-0.098454,  -0.081678,  +0.98913
-0.12754,  -0.083423,   +0.9846
-0.15019,  -0.085064,  +0.98027
 -0.1694,  -0.086522,  +0.97608
-0.17132,  -0.087247,  +0.97557
-0.16156,  -0.087092,  +0.97771
-0.14538,  -0.086383,  +0.98106
-0.12401,  -0.084909,  +0.98502
-0.094938,  -0.08266,  +0.98947
-0.065735,  -0.079726,   +0.9929
-0.031882,  -0.076413,  +0.99544
+0.002964,  -0.072959,  +0.99645
+0.038324,  -0.069576,   +0.9958
+0.072477,  -0.066298,  +0.99358
