+0.20652,  +1.5473, +0.006981
+0.21127,   +1.5548,  +0.0012018
+0.23323,   +1.5314,  +0.015562
+0.27402,   +1.4533,  +0.067211
+0.31473,   +1.3361,   +0.1498
+0.37038,   +1.1614,  +0.27616
+0.43759,  +0.93091,  +0.43864
+0.50539,  +0.65497,  +0.60757
+0.58166,  +0.34644,  +0.72413
+0.66359,  +0.015759,  +0.73379
+0.74518,  -0.30822,  +0.62442
+0.82346,  -0.62095,  +0.43632
+0.88065,  -0.91804,  +0.23174
+0.91482,   -1.1783,  +0.057616
+0.93262,   -1.3503,  -0.04846
+0.91684,   -1.4765,   -0.1107
+0.88168,   -1.5586,  -0.14216
+0.83431,   -1.5671,  -0.13316
+0.77571,   -1.4813,  -0.069011
+0.71221,   -1.3544,  +0.02916
 +0.6474,   -1.1623,  +0.18382
+0.58015,  -0.88758,  +0.41145
 +0.5028,  -0.54483,  +0.67564
+0.42399,  -0.17845,  +0.86552
+0.34999,  +0.19619,  +0.89653
+0.27001,  +0.55478,  +0.76696
+0.18763,  +0.90231,  +0.52957
+0.10904,    +1.203,  +0.28551
+0.035097,   +1.4902,  +0.058433
-0.035823,    +1.697,  -0.085316
-0.10003,    +1.806,  -0.15257
  -0.161,   +1.8695,   -0.1896
-0.20614,   +1.8715,  -0.19297
 -0.2467,   +1.7063,  -0.10211
-0.26073,   +1.4681,  +0.058121
-0.25006,   +1.1263,  +0.33154
-0.22475,  +0.77665,  +0.62272
-0.16677,   +0.3825,  +0.88842
-0.099863,  -0.034237,  +0.99259
-0.019556,  -0.44767,  +0.87209
+0.058188,  -0.84936,  +0.58794
+0.12695,   -1.2142,  +0.27469
+0.18973,   -1.5486,  +0.0075881
+0.24467,    -1.816,  -0.16585
+0.27738,   -1.9867,  -0.25236
+0.29481,   -2.0242,  -0.26933
+0.28321,   -1.9335,  -0.22856
+0.25715,    -1.786,  -0.15008
+0.20593,   -1.5571,  +9.0865e-05
+0.13139,   -1.2667,  +0.23058
+0.048055,  -0.93311,  +0.51885
 -0.0384,  -0.52016,  +0.82943
-0.12401,  -0.077589,   +0.9858
-0.20844,  +0.36679,  +0.88604
-0.28825,  +0.79464,  +0.59289
-0.35303,   +1.1731,  +0.27107
-0.40864,   +1.5075,  +0.0063557
-0.44987,   +1.7702,  -0.16251
-0.48324,   +1.9745,  -0.26393
-0.49133,   +2.0199,  -0.28279
-0.46575,   +1.9152,  -0.23651
-0.42058,   +1.7164,  -0.12833
-0.35062,   +1.4297,  +0.072391
-0.25806,   +1.0884,  +0.36159
-0.15683,   +0.7134,  +0.68406
-0.053888,  +0.32882,  +0.92783
+0.049096,  -0.076872,  +0.99446
+0.14314,  -0.48069,  +0.84156
+0.23156,  -0.86081,  +0.55483
 +0.3167,   -1.2174,  +0.24356
+0.38573,   -1.4858,  +0.025637
+0.43419,    -1.712,  -0.12772
+0.46075,   -1.7861,  -0.17252
+0.46139,   -1.8093,  -0.18474
+0.44516,   -1.6845,  -0.11337
+0.39809,   -1.4656,  +0.037621
+0.32921,   -1.2027,  +0.25271
+0.24355,  -0.91879,  +0.50519
+0.15282,  -0.60018,  +0.76534
+0.054747,  -0.26101,  +0.95335
-0.046182,  +0.083608,  +0.99393
-0.14543,  +0.42526,  +0.87135
 -0.2401,  +0.75243,  +0.63769
-0.33232,    +1.036,  +0.38775
-0.41284,   +1.2808,  +0.17149
-0.47329,    +1.454,  +0.029982
-0.50983,   +1.4835,  +0.0015438
-0.52077,   +1.4355,  +0.031481
-0.49228,   +1.2737,   +0.1555
-0.43264,   +1.0648,  +0.33527
-0.34947,   +0.8199,  +0.55495
-0.23565,  +0.53881,  +0.78666
-0.11013,  +0.22889,  +0.95762
+0.019899,  -0.097853,  +0.99337
+0.15088,  -0.42299,  +0.87154
+0.27832,  -0.73754,  +0.63888
+0.39525,   -1.0185,  +0.38388
+0.49023,   -1.2339,    +0.186
 +0.5533,   -1.4227,  +0.031886
+0.57167,   -1.5322,  -0.044605
+0.56726,    -1.597,  -0.083585
